path	cell	dataType	antibody	view	replicate	type	lab
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Mcf7Vehicle.broadPeak.gz	MCF-7	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Medullo.broadPeak.gz	Medullo	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Nhek.broadPeak.gz	NHEK	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Osteobl.broadPeak.gz	Osteobl	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep2Progfib.broadPeak.gz	ProgFib	AffyExonArray			2	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep3Gm12878.broadPeak.gz	GM12878	AffyExonArray			3	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep3Gm18507.broadPeak.gz	GM18507	AffyExonArray			3	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep3Helas3.broadPeak.gz	HeLa-S3	AffyExonArray			3	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeDukeAffyExonArray/wgEncodeDukeAffyExonArraySimpleSignalRep3Hepg2.broadPeak.gz	HepG2	AffyExonArray			3	broadPeak	Duke
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqA549ControlPcr2xDex100nmAlnRep1.bam	A549	ChipSeq	RevXlinkChromatin	Alignments	1	bam	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqA549ControlPcr2xDex100nmRawRep1.bigWig	A549	ChipSeq	RevXlinkChromatin	RawSignal	1	bigWig	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqGm12878ControlPcr1xAlnRep2.bam	GM12878	ChipSeq	RevXlinkChromatin	Alignments	2	bam	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqGm12878ControlPcr1xRawRep2.bigWig	GM12878	ChipSeq	RevXlinkChromatin	RawSignal	2	bigWig	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqHepg2ControlPcr2xAlnRep1.bam	HepG2	ChipSeq	RevXlinkChromatin	Alignments	1	bam	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqHepg2ControlPcr2xAlnRep2.bam	HepG2	ChipSeq	RevXlinkChromatin	Alignments	2	bam	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqHepg2ControlPcr2xRawRep1.bigWig	HepG2	ChipSeq	RevXlinkChromatin	RawSignal	1	bigWig	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqHepg2ControlPcr2xRawRep2.bigWig	HepG2	ChipSeq	RevXlinkChromatin	RawSignal	2	bigWig	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksA549Gr.broadPeak.gz	A549	ChipSeq	GR	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549CtcfPcr1xDexa.broadPeak.gz	A549	ChipSeq	CTCF_(SC-5916)	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549CtcfPcr1xEtoh02.broadPeak.gz	A549	ChipSeq	CTCF_(SC-5916)	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549GrPcr1xDex500pm.broadPeak.gz	A549	ChipSeq	GR	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549GrPcr1xDex50nm.broadPeak.gz	A549	ChipSeq	GR	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549GrPcr1xDex5nm.broadPeak.gz	A549	ChipSeq	GR	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549Pol2.broadPeak.gz	A549	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549Pol2Pcr2xEtoh02.broadPeak.gz	A549	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549Usf1Pcr1xDexa.broadPeak.gz	A549	ChipSeq	USF-1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1A549Usf1Pcr1xEtoh02.broadPeak.gz	A549	ChipSeq	USF-1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Be2cNrsf.broadPeak.gz	BE2_C	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Batf.broadPeak.gz	GM12878	ChipSeq	BATF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Bcl11a.broadPeak.gz	GM12878	ChipSeq	BCL11A	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Ebf.broadPeak.gz	GM12878	ChipSeq	EBF1_(SC-137065)	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Irf4.broadPeak.gz	GM12878	ChipSeq	IRF4_(SC-6059)	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Oct2.broadPeak.gz	GM12878	ChipSeq	POU2F2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878P300.broadPeak.gz	GM12878	ChipSeq	p300	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Pax5c20.broadPeak.gz	GM12878	ChipSeq	PAX5-C20	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Pax5n19.broadPeak.gz	GM12878	ChipSeq	PAX5-N19	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Pbx3.broadPeak.gz	GM12878	ChipSeq	Pbx3	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Pol24h8Pcr1x.broadPeak.gz	GM12878	ChipSeq	Pol2-4H8	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Pu1.broadPeak.gz	GM12878	ChipSeq	PU.1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Sp1Pcr1x.broadPeak.gz	GM12878	ChipSeq	SP1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Tcf12.broadPeak.gz	GM12878	ChipSeq	TCF12	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Usf1.narrowPeak.gz	GM12878	ChipSeq	USF-1	Peaks	1	narrowPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12878Zbtb33.broadPeak.gz	GM12878	ChipSeq	ZBTB33	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12891Pol24h8Pcr1x.broadPeak.gz	GM12891	ChipSeq	Pol2-4H8	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12891Pol2Pcr1x.broadPeak.gz	GM12891	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12891Pou2f2Pcr1x.broadPeak.gz	GM12891	ChipSeq	POU2F2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12891Pu1Pcr1x.broadPeak.gz	GM12891	ChipSeq	PU.1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12891Taf1Pcr1x.broadPeak.gz	GM12891	ChipSeq	TAF1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12892Pol24h8Pcr1x.broadPeak.gz	GM12892	ChipSeq	Pol2-4H8	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12892Pol2Pcr1x.broadPeak.gz	GM12892	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Gm12892Taf1Pcr1x.broadPeak.gz	GM12892	ChipSeq	TAF1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1H1hescNrsfPcr1x.broadPeak.gz	H1-hESC	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1H1hescPol24h8Pcr1x.broadPeak.gz	H1-hESC	ChipSeq	Pol2-4H8	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1H1hescPol2Pcr1x.broadPeak.gz	H1-hESC	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1H1hescTaf1Pcr1x.broadPeak.gz	H1-hESC	ChipSeq	TAF1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Helas3Gabp.broadPeak.gz	HeLa-S3	ChipSeq	GABP	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Helas3Pol2.broadPeak.gz	HeLa-S3	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Helas3Taf1Pcr1xTaf1.broadPeak.gz	HeLa-S3	ChipSeq	TAF1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Fosl2Pcr1x.broadPeak.gz	HepG2	ChipSeq	FOSL2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Gabp.broadPeak.gz	HepG2	ChipSeq	GABP	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Hey1Pcr1x.broadPeak.gz	HepG2	ChipSeq	HEY1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Jund.broadPeak.gz	HepG2	ChipSeq	JunD	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Nrsf.broadPeak.gz	HepG2	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2P300.broadPeak.gz	HepG2	ChipSeq	p300	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Pol2.broadPeak.gz	HepG2	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2RxraPcr1x.broadPeak.gz	HepG2	ChipSeq	RXRA	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Sin3ak20.broadPeak.gz	HepG2	ChipSeq	Sin3Ak-20	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Taf1.broadPeak.gz	HepG2	ChipSeq	TAF1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Usf1.broadPeak.gz	HepG2	ChipSeq	USF-1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Hepg2Zbtb33Pcr1x.broadPeak.gz	HepG2	ChipSeq	ZBTB33	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1JurkatPol2Pcr2x.broadPeak.gz	Jurkat	ChipSeq	Pol2	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1K562Hey1.broadPeak.gz	K562	ChipSeq	HEY1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1K562Pu1.broadPeak.gz	K562	ChipSeq	PU.1	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Panc1Nrsf.broadPeak.gz	PANC-1	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1Pfsk1Nrsf.broadPeak.gz	PFSK-1	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1SknshNrsf.broadPeak.gz	SK-N-SH	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep1U87Nrsf.broadPeak.gz	U87	ChipSeq	NRSF	Peaks	1	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549CtcfPcr1xDexa.broadPeak.gz	A549	ChipSeq	CTCF_(SC-5916)	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549CtcfPcr1xEtoh02.broadPeak.gz	A549	ChipSeq	CTCF_(SC-5916)	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549GrPcr1xDex500pm.broadPeak.gz	A549	ChipSeq	GR	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549GrPcr1xDex50nm.broadPeak.gz	A549	ChipSeq	GR	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549GrPcr1xDex5nm.broadPeak.gz	A549	ChipSeq	GR	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549Pol2.broadPeak.gz	A549	ChipSeq	Pol2	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549Pol2Pcr2xEtoh02.broadPeak.gz	A549	ChipSeq	Pol2	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549Usf1Pcr1xDexa.broadPeak.gz	A549	ChipSeq	USF-1	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2A549Usf1Pcr1xEtoh02.broadPeak.gz	A549	ChipSeq	USF-1	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Be2cNrsf.broadPeak.gz	BE2_C	ChipSeq	NRSF	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Batf.broadPeak.gz	GM12878	ChipSeq	BATF	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Bcl11a.broadPeak.gz	GM12878	ChipSeq	BCL11A	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Ebf.broadPeak.gz	GM12878	ChipSeq	EBF1_(SC-137065)	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Irf4.broadPeak.gz	GM12878	ChipSeq	IRF4_(SC-6059)	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Oct2.broadPeak.gz	GM12878	ChipSeq	POU2F2	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878P300.broadPeak.gz	GM12878	ChipSeq	p300	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Pax5c20.broadPeak.gz	GM12878	ChipSeq	PAX5-C20	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Pax5n19.broadPeak.gz	GM12878	ChipSeq	PAX5-N19	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Pbx3.broadPeak.gz	GM12878	ChipSeq	Pbx3	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Pol24h8Pcr1x.broadPeak.gz	GM12878	ChipSeq	Pol2-4H8	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Pu1.broadPeak.gz	GM12878	ChipSeq	PU.1	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Sp1Pcr1x.broadPeak.gz	GM12878	ChipSeq	SP1	Peaks	2	broadPeak	HudsonAlpha
http://hgdownload.cse.ucsc.edu/goldenPath/hg18/encodeDCC/wgEncodeHudsonalphaChipSeq/wgEncodeHudsonalphaChipSeqPeaksRep2Gm12878Tcf12.broadPeak.gz	GM12878	ChipSeq	TCF12	Peaks	2	broadPeak	HudsonAlpha
